"Category ID","Category","Quarter ID","Quarter","Workforce","Monthly Wage","Time","type","type ID"
1,"Funcionarios, Directores y Jefes",20101,"2010-Q1",524698,5652.376448928717,1265004000000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20102,"2010-Q2",541656,5176.334409662221,1272690000000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20103,"2010-Q3",504611,5528.734343880732,1280638800000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20104,"2010-Q4",493699,5201.022173429559,1288591200000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20111,"2011-Q1",495602,4678.875803568186,1296540000000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20112,"2011-Q2",506712,4833.413436034671,1304226000000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20113,"2011-Q3",522506,5049.326250799034,1312174800000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20114,"2011-Q4",571023,4880.940480506039,1320127200000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20121,"2012-Q1",556707,5413.400237467824,1328076000000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20122,"2012-Q2",635468,5592.303872106857,1335848400000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20123,"2012-Q3",1643846,8095.216349950056,1343797200000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20124,"2012-Q4",1597639,7731.384009779431,1351749600000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20131,"2013-Q1",1613751,7996.27147682635,1359698400000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20132,"2013-Q2",1715645,7989.295400855072,1367384400000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20133,"2013-Q3",1660132,8153.59418467929,1375333200000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20134,"2013-Q4",1671064,7262.308901992982,1383285600000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20141,"2014-Q1",1570401,7714.362397884362,1391234400000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20142,"2014-Q2",1560296,7728.990406307521,1398920400000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20143,"2014-Q3",1529447,7368.960738750673,1406869200000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20144,"2014-Q4",1524220,7710.570995656795,1414821600000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20151,"2015-Q1",1559778,7571.417749192513,1422770400000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20152,"2015-Q2",1590281,7804.594455948351,1430456400000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20153,"2015-Q3",1538799,8494.638012501957,1438405200000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20154,"2015-Q4",1561237,8441.545136965111,1446357600000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20161,"2016-Q1",1509920,8027.588654365794,1454306400000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20162,"2016-Q2",1576450,8622.703528814742,1462078800000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20163,"2016-Q3",1675081,8493.50465858069,1470027600000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20164,"2016-Q4",1650285,7845.016999487967,1477980000000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20171,"2017-Q1",1645601,7859.8763327197785,1485928800000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20172,"2017-Q2",1671830,8034.701637128177,1493614800000,"Funcionarios, Directores y Jefes",1
1,"Funcionarios, Directores y Jefes",20173,"2017-Q3",1728063,7385.2879270026615,1501563600000,"Funcionarios, Directores y Jefes",1
